,sBondCount,dBondCount,tBondCount,Energy
2312,30,2,0,-148.3612599999983
2313,14,2,0,-87.81398999999874
2314,16,0,0,-71.49717999999963
2315,44,2,0,-186.03404000000592
2316,23,1,0,-171.84679999999938
2317,8,1,0,-81.02886999999942
2318,26,0,0,-111.64299999999798
2319,33,1,0,-148.480759999999
2320,33,1,0,-146.14048999999974
2321,25,2,0,-199.95784000000003
2322,25,2,0,-200.04665999999958
2323,52,6,0,-265.1859400000103
2324,24,4,0,-179.3040200000005
2325,15,0,0,-66.26128999999992
2326,9,2,0,-54.583439999999655
2327,21,1,0,-169.35331999999883
2328,28,5,0,-164.51896999999823
2329,24,1,0,-143.4275799999996
2330,28,1,0,-126.98309999999788
2331,12,0,0,-123.74883999999906
2332,19,1,0,-91.48917999999891
2333,28,1,0,-129.56350999999813
2334,31,1,0,-142.27176999999799
2335,34,1,0,-154.99220999999758
2336,22,1,0,-104.06010999999876
2337,28,1,0,-129.5094599999984
2338,34,1,0,-154.82691999999724
2339,4,0,0,-86.6913699999998
2340,40,0,0,-241.45171000000846
2341,27,1,0,-198.36779999999908
2342,16,1,0,-171.07586000000262
2343,24,3,0,-195.0448299999994
2344,23,2,0,-121.6086899999982
2345,24,2,0,-158.4685499999987
2346,25,2,0,-123.25241999999844
2347,18,1,0,-120.85997999999927
2348,17,1,0,-115.29415999999901
2349,13,0,0,-129.1075899999987
2350,11,2,0,-126.03542999999901
2351,16,2,0,-121.86817999999904
2352,19,1,0,-88.03665999999987
2353,19,2,0,-160.86842999999953
2354,21,2,0,-111.27024999999891
2355,31,3,0,-154.17085999999745
2356,26,0,0,-111.53510999999777
2357,34,0,0,-145.2077099999979
2358,14,2,0,-140.49185999999963
2359,22,1,1,-153.11731999999847
2360,10,0,0,-38.962179999999535
2361,17,1,0,-119.05483999999888
2362,23,3,0,-165.1793600000001
2363,12,1,0,-94.61907999999904
2364,15,1,0,-107.41847999999891
2365,18,1,0,-120.06350999999904
2366,21,1,0,-132.6909399999986
2367,15,1,0,-107.92140999999857
2368,26,2,1,-141.75339999999917
2369,30,1,0,-200.5010299999985
2370,18,1,0,-156.8966299999997
2371,14,1,0,-137.80224999999882
2372,15,1,0,-109.33304999999928
2373,17,2,0,-162.84107000000222
2374,13,0,1,-67.034529999999
2375,12,1,1,-74.3130699999997
2376,26,1,0,-155.28298999999788
2377,6,2,0,-103.49936999999886
2378,31,0,0,-131.45862999999758
2379,14,0,0,-60.902480000000075
2380,15,2,0,-81.54489999999987
2381,24,1,0,-115.1851299999985
2382,10,0,0,-74.55134999999926
2383,18,2,0,-99.62293999999883
2384,11,2,0,-67.01177999999936
2385,25,2,0,-164.53020999999902
2386,35,1,0,-156.8515199999979
2387,18,1,0,-150.27670999999827
2388,10,0,0,-76.39974999999959
2389,16,3,0,-130.04368999999858
2390,20,2,0,-97.03372999999874
2391,15,1,0,-108.82857999999895
2392,34,3,0,-178.5370799999987
2393,16,2,0,-89.04720999999904
2394,18,1,0,-121.40862999999901
2395,7,2,0,-48.019039999999215
2396,13,1,0,-61.527150000000006
2397,34,2,0,-167.50283999999832
2398,44,1,0,-199.4279599999996
2399,8,1,0,-75.46832999999992
2400,17,2,0,-92.44072999999912
2401,14,0,0,-93.20981999999913
2402,11,0,0,-82.6074799999992
2403,12,2,0,-130.57908999999972
2404,25,2,0,-125.61717999999836
2405,22,2,0,-148.3988199999981
2406,15,1,0,-142.42055999999909
2407,8,0,0,-103.51096999999935
2408,19,3,0,-110.67126999999891
2409,12,4,0,-110.00818999999909
2410,34,3,0,-175.671449999998
2411,7,0,0,-96.90784999999936
2412,10,0,0,-109.53474999999868
2413,7,0,0,-97.24577999999953
2414,7,0,0,-97.3126399999992
2415,23,4,0,-144.92770999999902
2416,20,1,0,-97.4813299999987
2417,12,1,0,-96.93070999999895
2418,17,3,0,-108.03460999999879
2419,23,0,0,-98.81370999999857
2420,19,3,0,-147.7437700000005
2421,20,3,0,-152.21458999999868
2422,16,3,0,-134.05114000000003
2423,16,1,0,-111.58362999999872
2424,27,3,0,-208.02525999999943
2425,11,0,0,-90.77942999999914
2426,32,4,0,-222.8709600000048
2427,13,0,2,-81.48230999999895
2428,74,3,0,-423.79721000001433
2429,17,2,0,-127.86560999999891
2430,28,2,0,-200.77218
2431,21,2,0,-111.15626999999859
2432,11,2,0,-103.71312000000034
2433,18,1,0,-183.2653
2434,13,3,0,-78.64446999999905
2435,13,1,0,-134.81923999999978
2436,15,1,0,-108.65359999999872
2437,19,1,0,-127.94532999999865
2438,26,1,0,-187.3522599999997
2439,24,0,0,-101.53461999999875
2440,10,2,0,-68.09315999999922
2441,10,0,0,-76.29478999999901
2442,21,2,0,-108.1310999999987
2443,21,2,0,-107.55885999999849
2444,27,2,0,-133.4245499999979
2445,13,2,0,-80.93104999999923
2446,18,0,0,-192.0331099999985
2447,30,2,0,-145.8635099999974
2448,53,2,0,-247.65972000000968
2449,39,1,0,-176.12613999999715
2450,15,1,0,-66.89169999999922
2451,32,0,0,-175.83657999999787
2452,23,0,0,-98.57756999999832
2453,28,1,0,-127.15060999999832
2454,16,1,0,-137.06316999999856
2455,26,0,0,-111.50065999999788
2456,26,0,0,-111.5121799999979
2457,26,0,0,-111.49109999999791
2458,17,2,0,-90.58441999999924
2459,25,1,0,-177.49003999999923
2460,21,2,0,-143.1635199999987
2461,10,0,0,-76.81753999999954
2462,31,4,0,-198.55695000000287
2463,19,3,0,-175.9669100000006
2464,20,0,0,-161.03600999999892
2465,9,0,0,-111.24236999999926
2466,18,1,0,-189.25806999999986
2467,50,5,0,-304.6679700000095
2468,12,1,0,-95.18313999999918
2469,10,1,0,-84.67738999999916
2470,29,0,0,-124.06464999999777
2471,20,0,0,-85.95281999999884
2472,15,0,0,-132.54786999999942
2473,10,1,0,-85.44498999999928
2474,29,1,0,-194.37826999999882
2475,17,1,0,-144.96802999999863
2476,23,0,0,-134.33676999999759
2477,24,2,0,-123.7860199999982
2478,24,2,0,-123.75852999999823
2479,15,1,0,-77.01557999999864
2480,4,1,0,-60.80813999999941
2481,6,1,1,-81.24249999999937
2482,47,5,0,-241.019500000004
2483,18,0,0,-78.7560599999998
2484,8,0,0,-92.8103099999994
2485,46,1,0,-241.6984299999972
2486,27,3,0,-173.9853599999983
2487,15,1,0,-103.3232899999989
2488,28,3,0,-236.4311099999996
2489,33,1,0,-149.941809999998
2490,24,2,0,-123.70213999999805
2491,20,0,0,-86.23926999999891
2492,26,0,0,-111.50921999999788
2493,25,3,0,-121.0313899999992
2494,35,0,0,-151.72768999999695
2495,10,2,0,-118.43991999999979
2496,22,1,0,-140.2600299999981
2497,31,1,0,-139.36897999999792
2498,17,1,0,-120.5909599999984
2499,21,1,0,-98.78655999999887
2500,20,1,0,-133.34331999999813
2501,9,3,0,-100.11520999999948
2502,32,0,0,-172.25573999999781
2503,38,0,0,-197.55397999999784
2504,17,0,0,-109.72120999999856
2505,124,2,0,-547.0177099999582
2506,17,1,0,-116.68381999999971
2507,2,2,0,-46.24535999999966
2508,21,1,0,-136.52432999999792
2509,39,1,0,-207.76720999999768
2510,11,3,0,-110.92115000000014
2511,19,1,1,-134.8486299999986
2512,17,0,0,-73.22938999999883
2513,14,2,0,-148.52383999999984
2514,23,2,0,-113.69796999999926
2515,10,0,1,-109.09829999999964
2516,26,0,0,-111.48418999999784
2517,7,1,0,-72.09716999999931
2518,15,1,0,-109.6636999999987
2519,17,1,0,-113.2290599999992
2520,29,0,0,-127.40185999999815
2521,18,1,0,-86.27793999999882
2522,27,2,0,-136.11712999999827
2523,7,1,0,-70.40189999999939
2524,17,1,0,-153.2724199999993
2525,28,2,0,-207.04529000000042
2526,20,2,0,-133.9718799999996
2527,20,1,0,-132.70459999999866
2528,20,3,0,-184.55065000000062
2529,19,2,0,-123.87543000000004
2530,13,3,0,-118.21576999999935
2531,23,1,0,-145.4434499999993
2532,32,1,0,-183.51231999999843
2533,8,1,0,-50.924349999999784
2534,32,0,0,-181.5810199999973
2535,24,0,0,-145.96566999999825
2536,42,4,1,-218.60164999999824
2537,16,2,0,-142.64756999999872
2538,28,1,0,-172.40723999999864
2539,23,3,0,-128.5154999999991
2540,20,2,0,-160.51779999999872
2541,42,0,0,-182.49974999999716
2542,38,1,0,-210.8804399999985
2543,25,3,0,-126.9763799999996
2544,26,4,0,-187.2791599999992
2545,35,2,0,-169.19180999999753
2546,25,1,0,-152.70006999999802
2547,51,4,0,-256.69324000001046
2548,12,0,0,-116.08641999999895
2549,13,0,0,-126.23457999999914
2550,28,2,0,-147.23852999999824
2551,6,3,0,-87.19939999999953
2552,19,1,1,-134.70711999999912
2553,25,1,0,-181.64846999999958
2554,18,1,0,-147.2547499999987
2555,15,1,0,-108.62318999999913
2556,34,1,0,-190.035699999999
2557,15,1,0,-137.12153999999873
2558,29,2,0,-143.74230999999827
2559,7,1,0,-106.02527999999916
2560,36,2,0,-170.55685999999787
2561,14,1,0,-203.97482
2562,10,0,0,-76.39824999999905
2563,12,0,0,-119.43445999999949
2564,12,0,0,-118.73489999999993
2565,21,1,0,-94.2184499999985
2566,16,2,0,-138.66672999999943
2567,14,3,0,-123.69896999999945
2568,18,0,0,-111.07086999999865
2569,36,1,0,-195.91783999999825
2570,16,1,0,-75.35179000000005
2571,22,0,0,-97.23414999999865
2572,33,2,0,-193.5897500000019
2573,21,1,0,-131.598019999999
2574,13,2,0,-107.98530999999888
2575,16,1,0,-113.82220999999892
2576,4,1,0,-21.544589999999967
2577,12,2,0,-104.19747999999892
2578,35,0,0,-151.61738999999716
2579,20,0,0,-153.95837999999776
2580,17,2,0,-91.7383599999989
2581,40,2,0,-254.7375099999985
2582,14,3,0,-116.9478799999988
2583,30,2,0,-173.65933999999925
2584,29,0,0,-170.4802199999981
2585,33,2,0,-195.19720000000598
2586,26,2,0,-128.66112999999814
2587,24,1,0,-215.5557600000002
2588,27,1,0,-228.43415999999985
2589,27,1,0,-148.06826999999745
2590,11,0,0,-111.65857999999979
2591,30,1,0,-137.27291999999852
2592,18,3,0,-137.28444999999874
2593,23,3,0,-124.94050999999945
2594,9,1,0,-115.78234999999904
2595,11,0,0,-112.98156999999901
2596,26,0,0,-111.36333999999785
2597,43,2,0,-203.50470999999925
2598,16,2,0,-161.94913999999926
2599,34,2,0,-233.3421400000002
2600,77,2,0,-345.62553000001844
2601,44,0,0,-187.4049799999971
2602,17,1,0,-154.6155599999997
2603,10,1,0,-83.13870000000044
2604,17,1,0,-139.67649999999958
2605,16,4,0,-135.17055000000028
2606,58,2,0,-299.5358500000084
2607,15,4,0,-124.580989999999
2608,20,1,0,-96.67893999999887
2609,11,0,0,-104.0268300000007
2610,30,1,0,-240.8100400000003
2611,4,1,0,-83.53321999999956
2612,14,2,0,-148.38802999999962
2613,20,1,0,-129.85957999999846
2614,12,0,0,-119.3485699999992
2615,40,2,0,-246.81538999999933
2616,18,2,0,-94.7547899999995
2617,8,3,0,-94.43073000000004
2618,64,2,0,-324.82423000001745
2619,26,0,0,-111.52166999999805
2620,27,2,0,-174.74524000000477
2621,33,2,0,-200.01442000000682
2622,30,2,0,-216.5196300000025
2623,34,1,0,-194.12180999999782
2624,22,2,0,-116.68591999999852
2625,25,3,0,-131.25697999999875
2626,32,1,0,-185.39838999999847
2627,50,0,0,-212.79467999999642
2628,17,1,0,-179.09627999999933
2629,17,1,0,-178.9912599999993
2630,17,3,0,-170.8125399999999
2631,10,2,0,-61.05064999999968
2632,15,3,0,-92.21696999999949
2633,18,1,0,-153.7215199999987
2634,46,1,0,-273.7629600000037
2635,31,0,0,-134.071219999998
2636,34,0,0,-146.80720999999718
2637,23,1,0,-143.5038799999979
2638,13,0,0,-53.23876999999948
2639,20,3,0,-138.33483999999953
2640,15,1,0,-107.23098999999912
2641,20,0,0,-86.65364999999883
2642,13,0,0,-53.215209999999615
2643,28,0,0,-119.58950999999821
2644,23,4,0,-170.36110999999985
2645,32,1,0,-220.947050000008
2646,8,0,0,-105.42748999999935
2647,25,2,0,-174.40176999999954
2648,15,0,0,-159.01216999999858
2649,15,0,0,-159.08399999999847
2650,23,3,0,-122.6416099999997
2651,25,2,0,-183.6589999999992
2652,26,2,0,-135.06585999999788
2653,11,2,0,-88.74091999999905
2654,46,3,0,-261.83530000000883
2655,33,3,0,-166.56237999999848
2656,26,0,0,-111.5264999999979
2657,19,2,0,-194.27135
2658,15,0,0,-194.9776899999989
2659,35,2,0,-164.62735999999722
2660,8,0,0,-90.20497999999998
2661,13,3,0,-89.01940999999945
2662,6,1,0,-60.588929999999436
2663,54,4,0,-258.08685000000787
2664,12,2,0,-131.19881999999916
2665,18,2,0,-97.08322999999928
2666,6,1,0,-60.13019999999983
2667,15,2,0,-89.09101999999893
2668,12,1,0,-98.87737999999922
2669,11,0,0,-113.28407999999945
2670,11,0,0,-112.38675999999941
2671,18,2,0,-94.79720999999928
2672,11,0,0,-111.57427000000007
2673,23,2,0,-148.57220999999936
2674,11,2,0,-97.43190999999908
2675,32,2,0,-226.315799999998
2676,11,0,0,-110.33398000000034
2677,18,1,0,-122.64420999999834
2678,25,2,0,-112.21646000000055
2679,28,2,0,-175.13421000000469
2680,11,0,0,-113.20675999999912
2681,11,0,0,-113.07710999999928
2682,24,2,0,-123.676039999998
2683,34,2,0,-199.73089999999908
2684,13,1,0,-101.94193999999924
2685,37,2,0,-211.84121999999888
2686,19,1,0,-162.69300999999996
2687,25,1,0,-150.0638299999987
2688,15,3,0,-117.75479999999969
2689,19,2,0,-98.93105999999877
2690,12,3,0,-114.75656000000026
2691,29,1,0,-202.76538999999912
2692,30,2,0,-212.27649999999903
2693,35,1,0,-296.55238000001185
2694,12,2,0,-129.4436899999996
2695,12,0,0,-116.3308300000008
2696,25,0,0,-108.59011999999822
2697,25,1,0,-150.36380999999847
2698,26,1,0,-149.31655999999884
2699,23,2,0,-117.62955999999849
2700,23,4,0,-128.09560999999894
2701,25,3,0,-127.01190999999972
2702,22,3,0,-121.52053999999998
2703,11,0,0,-110.94021999999997
2704,11,0,0,-110.89463999999998
2705,16,1,0,-114.47608999999876
2706,33,1,0,-185.36878999999732
2707,20,2,0,-141.14515999999912
2708,17,2,0,-164.30224000000092
2709,23,2,0,-118.26392999999823
2710,30,1,0,-166.70425999999858
2711,12,1,0,-96.60378999999966
2712,22,1,0,-165.32143999999926
2713,38,4,0,-203.62719999999942
2714,11,0,0,-110.11598999999978
2715,12,0,0,-115.47504000000073
2716,22,4,0,-195.40576999999985
2717,20,2,0,-172.95838999999933
2718,34,2,0,-197.55511999999908
2719,12,0,0,-111.86137000000052
2720,22,1,0,-169.63825000000182
2721,11,0,0,-113.26413999999932
2722,17,0,1,-82.2745299999999
2723,28,1,0,-123.32299999999806
2724,54,4,0,-258.1517800000084
2725,50,0,0,-212.57745999999588
2726,26,3,0,-176.5885799999992
2727,37,1,0,-201.48308999999745
2728,11,1,0,-94.30758999999901
2729,24,1,0,-149.97891999999956
2730,36,1,0,-237.4600699999987
2731,37,1,0,-203.70425999999816
2732,70,1,0,-316.67309000001205
2733,38,0,0,-200.1150499999976
2734,15,1,0,-141.64318999999932
2735,84,1,0,-385.2940200000148
2736,18,2,0,-136.39131999999836
2737,5,1,0,-95.38093999999931
2738,11,0,0,-113.9264899999989
2739,19,3,0,-104.20494999999892
2740,11,1,0,-55.85539999999925
2741,19,0,0,-141.9674300000006
2742,12,0,0,-115.47512000000096
2743,43,0,0,-185.95888999999846
2744,21,4,0,-181.61877000000285
2745,12,3,0,-109.4813999999997
2746,35,3,0,-183.99140999999835
2747,37,3,0,-190.4437500000008
2748,18,1,0,-120.72112999999901
2749,28,1,0,-167.18180999999913
2750,24,1,0,-151.10470999999868
2751,45,0,0,-228.22414999999816
2752,11,0,0,-111.83980999999994
2753,11,0,0,-111.79126999999971
2754,11,0,0,-111.6048899999996
2755,11,0,0,-111.00196999999979
2756,11,0,0,-113.97613999999884
2757,12,1,0,-125.81928999999901
2758,15,4,0,-83.17785999999933
2759,17,2,0,-96.71998999999914
2760,18,2,0,-129.17423999999846
2761,26,0,0,-171.71082999999769
2762,27,2,0,-137.12220999999818
2763,35,2,0,-203.2846899999995
2764,21,1,0,-92.33881999999856
2765,28,0,0,-182.5493899999983
2766,12,0,0,-119.5730099999996
2767,8,0,0,-109.63420000000087
2768,6,2,0,-39.55525999999986
2769,29,2,0,-142.85824999999798
2770,40,4,0,-239.5003000000097
2771,11,0,0,-112.6674799999996
2772,40,2,1,-267.53048999999965
2773,37,1,1,-247.4903299999992
2774,22,2,0,-112.68673999999874
2775,16,2,1,-103.88531999999896
2776,11,0,0,-110.83321999999998
2777,18,2,0,-134.02855999999883
2778,24,1,1,-182.69677999999973
2779,16,2,0,-142.64446999999882
2780,23,4,0,-167.49290999999945
2781,33,1,0,-146.87309000000099
2782,11,0,0,-111.04920999999969
2783,11,0,0,-110.32675000000064
2784,11,0,0,-109.3634100000004
2785,31,2,0,-187.10226999999801
2786,52,3,0,-245.44473999999718
2787,12,0,0,-123.64534999999908
2788,45,3,0,-214.9349299999976
2789,45,3,0,-214.77397999999766
2790,12,3,0,-110.67217999999956
2791,22,1,0,-171.95116999999848
2792,28,2,0,-147.47995999999875
2793,13,1,0,-138.0786299999991
2794,11,0,0,-113.36784999999918
2795,11,0,0,-113.24340999999912
2796,11,0,0,-113.28445999999941
2797,37,2,0,-211.614889999998
2798,22,1,0,-140.4212699999989
2799,8,0,0,-113.2057099999995
2800,15,1,0,-108.78507999999874
2801,44,0,0,-226.50380999999783
2802,43,2,0,-272.75121000001127
2803,29,1,0,-163.53251999999839
2804,18,2,0,-163.8697500000003
2805,43,3,1,-215.92230999999717
2806,28,1,0,-201.61779999999862
2807,28,1,0,-201.06067999999826
2808,11,0,0,-110.2160299999996
2809,23,1,0,-179.17149000000427
2810,31,0,0,-134.03441999999768
2811,25,1,0,-182.4681799999994
2812,13,2,0,-109.91228999999883
2813,26,3,0,-166.86691999999994
2814,22,1,0,-140.1378399999985
2815,16,1,0,-115.58885999999892
2816,13,2,0,-138.07178999999905
2817,19,3,0,-141.4049500000001
2818,33,3,0,-164.7174499999992
2819,28,1,0,-164.35288999999875
2820,18,2,0,-167.28607000000375
2821,61,0,0,-364.1652700000159
2822,45,1,0,-201.2128299999963
2823,40,1,0,-177.13201999999728
2824,43,2,0,-205.03626999999776
2825,16,2,0,-122.71119999999974
2826,19,0,0,-78.89937999999894
2827,16,2,0,-147.31284999999892
2828,12,4,0,-117.16212999999969
2829,17,0,0,-140.02656999999866
2830,34,1,0,-189.6454699999977
2831,31,2,0,-185.74866999999813
2832,60,1,0,-263.28281999999757
2833,41,1,0,-252.86009999999808
2834,24,1,0,-180.69997999999939
2835,36,1,0,-197.65403999999901
2836,26,1,1,-168.09216999999853
2837,24,1,0,-149.52733999999873
2838,81,5,0,-382.4849300000142
2839,84,5,0,-394.9788900000176
2840,12,1,0,-129.509399999999
2841,12,0,0,-119.31606999999941
2842,11,0,0,-111.77394999999979
2843,28,2,0,-206.69470999999973
2844,8,3,0,-61.505769999999764
2845,29,3,0,-186.4714499999991
2846,24,1,0,-110.2651899999985
2847,17,2,0,-93.28752999999891
2848,23,1,0,-205.76556999999912
2849,34,2,0,-227.85865000000058
2850,11,0,0,-112.44587999999928
2851,11,0,0,-111.81885000000014
2852,11,0,0,-111.11252999999986
2853,11,0,0,-111.1193099999996
2854,11,0,0,-111.04336999999987
2855,11,0,0,-111.04966999999986
2856,11,0,0,-111.05537000000004
2857,11,0,0,-111.00271999999997
2858,11,0,0,-111.0077999999994
2859,11,0,0,-111.66957999999977
2860,11,0,0,-110.26614999999993
2861,11,0,0,-110.94659999999979
2862,11,0,0,-110.20975000000044
2863,11,0,0,-110.2045700000003
2864,11,0,0,-109.47179000000051
2865,11,0,0,-110.15875000000004
2866,11,0,0,-109.48081000000002
2867,11,0,0,-111.76010999999971
2868,11,0,0,-111.71987999999963
2869,11,0,0,-110.97419999999966
2870,31,2,0,-221.2161500000029
2871,25,2,0,-195.6012999999998
2872,31,1,0,-176.19909999999751
2873,34,2,1,-238.93337000000702
2874,31,3,0,-191.85172999999938
2875,17,0,0,-148.67564999999874
2876,11,0,0,-113.32972999999949
2877,8,0,0,-92.90507999999954
2878,8,0,0,-93.02981999999977
2879,28,1,0,-164.62473999999838
2880,6,2,0,-68.35213999999996
2881,24,3,0,-162.0223400000041
2882,35,0,0,-230.00514999999905
2883,10,1,0,-84.11791999999923
2884,9,2,0,-55.38850999999954
2885,30,4,0,-199.71050000000008
2886,21,2,0,-146.58051999999816
2887,10,0,0,-75.73022999999944
2888,42,3,1,-210.32006999999803
2889,37,2,0,-179.72929999999766
2890,24,1,0,-107.281199999999
2891,12,2,0,-71.3624899999993
2892,24,2,0,-123.7915499999981
2893,12,0,0,-87.2016199999996
2894,21,0,0,-125.2538799999984
2895,24,2,0,-123.78313999999818
2896,33,0,0,-244.0059299999989
2897,11,0,0,-112.5045699999996
2898,28,0,0,-187.4858399999989
2899,32,3,0,-219.0033099999992
2900,42,2,0,-232.42484999999851
2901,28,3,0,-183.081810000006
2902,17,5,0,-98.13041999999905
2903,11,0,0,-112.39206999999942
2904,30,1,0,-137.31473999999844
2905,11,1,0,-92.48732000000021
2906,28,1,0,-163.10803999999916
2907,36,1,0,-233.33610999999928
2908,12,0,0,-119.31901999999857
2909,11,0,0,-113.85568999999892
2910,11,0,0,-113.7562599999992
2911,8,0,0,-93.74372999999923
2912,8,0,0,-93.68980999999941
2913,8,0,0,-92.9812199999997
2914,27,1,0,-195.96480999999903
2915,26,1,0,-152.67745999999852
2916,47,1,0,-271.6815199999987
2917,11,0,0,-111.83152999999949
2918,26,0,0,-111.4808399999979
2919,26,0,0,-188.2497300000041
2920,11,2,0,-98.1992699999987
2921,11,0,0,-112.72630999999956
2922,11,0,0,-112.53758999999992
2923,11,0,0,-112.58525999999985
2924,12,3,0,-148.28380000000016
2925,10,3,0,-105.45012999999926
2926,33,1,0,-253.50324000000182
2927,20,1,0,-126.2501599999996
2928,30,2,0,-181.93022999999852
2929,11,0,0,-81.07146999999895
2930,8,0,0,-112.1444800000004
2931,12,1,0,-97.14047999999887
2932,19,1,0,-125.24704999999905
2933,34,2,0,-237.89962999999992
2934,24,0,0,-239.91802000000644
2935,23,2,0,-153.21249999999873
2936,29,2,0,-205.46099999999973
2937,33,2,0,-196.0334599999992
2938,19,3,1,-120.29677999999922
2939,31,2,0,-221.1900700000033
2940,20,1,0,-167.98751999999791
2941,23,3,0,-129.77938999999833
2942,14,2,0,-112.53184999999941
2943,32,2,0,-227.89677000000663
2944,10,2,0,-86.0928299999996
2945,22,2,0,-183.34501000000046
2946,28,2,0,-172.76585999999816
2947,37,2,0,-183.58799000000184
2948,12,0,0,-118.66514999999936
2949,21,1,0,-98.98208999999906
2950,17,1,0,-144.84903999999915
2951,11,0,0,-111.84505999999963
2952,18,2,0,-94.1480299999985
2953,34,4,0,-183.33667999999943
2954,21,1,0,-202.29707000000417
2955,17,2,0,-124.50569999999834
2956,11,0,0,-112.66010999999979
2957,11,0,0,-111.89400999999998
2958,11,0,0,-111.05623000000013
2959,18,4,0,-95.76135999999906
2960,8,1,0,-74.59738999999945
2961,44,3,0,-253.8434900000084
2962,18,0,0,-184.0900399999996
2963,21,0,0,-156.60040999999907
2964,30,0,0,-194.7805299999991
2965,27,0,0,-181.89478999999986
2966,11,0,0,-113.27073999999949
2967,11,0,0,-112.60125999999944
2968,27,1,0,-154.91797999999972
2969,18,2,0,-92.60564999999906
2970,18,1,0,-120.29237999999896
2971,34,1,0,-181.89645999999766
2972,6,2,0,-68.48124000000007
2973,21,3,0,-120.94418999999924
2974,23,1,0,-143.5122200000001
2975,6,1,1,-50.001539999999856
2976,12,0,0,-118.72717999999941
2977,20,2,0,-104.94863999999916
2978,33,1,0,-183.85424999999802
2979,16,0,0,-99.70622999999887
2980,18,1,0,-145.89137999999818
2981,18,1,0,-87.35628999999857
2982,11,0,0,-111.76488999999992
2983,18,1,0,-125.70686999999864
2984,16,6,0,-165.8448400000043
2985,16,1,0,-113.63440999999877
2986,23,3,0,-122.74321999999935
2987,23,1,0,-145.8262999999979
2988,11,0,0,-113.33897999999908
2989,29,1,0,-168.3341999999984
2990,12,1,0,-128.66886999999997
2991,27,2,0,-206.08003000000463
2992,12,1,2,-120.54111999999941
2993,18,0,0,-185.43401000000043
2994,12,0,0,-118.67801999999985
2995,25,1,0,-116.26353999999807
2996,25,2,0,-195.60149
2997,31,2,0,-221.2301200000029
2998,32,0,0,-206.99782999999985
2999,19,2,0,-155.30144999999857
3000,15,0,0,-62.85003999999889
3001,37,1,1,-281.0772600000073
3002,50,2,0,-238.2244799999989
3003,19,3,0,-143.52745999999888
3004,32,2,0,-186.23144
3005,37,1,1,-247.37666000000002
3006,76,2,0,-341.54622000001564
3007,24,1,0,-149.2371099999987
3008,21,2,0,-183.57127000000582
3009,14,2,0,-115.38238999999884
3010,20,2,0,-140.52678999999898
3011,26,2,0,-165.70297999999818
3012,17,1,0,-84.80437999999867
3013,18,3,0,-106.99279999999908
3014,11,0,0,-112.51154999999926
3015,4,1,0,-90.94809999999985
3016,26,3,0,-174.1514199999997
3017,26,3,0,-174.2069600000004
3018,33,1,0,-220.79662999999852
3019,34,1,1,-270.28944000000956
3020,23,0,0,-163.919069999999
3021,27,1,0,-197.994320000007
3022,26,1,0,-211.9291000000021
3023,12,0,0,-118.6998799999992
3024,37,1,1,-241.54179000000752
3025,19,2,0,-102.29704999999876
3026,29,1,0,-128.52379999999766
3027,18,3,0,-132.39518999999927
3028,16,1,1,-89.12796999999931
3029,24,1,0,-177.48921999999808
3030,27,1,0,-128.5246999999979
3031,50,0,0,-248.31040999999732
3032,34,2,1,-240.48970000000918
3033,45,4,0,-301.17468000000645
3034,8,0,0,-110.53587000000016
3035,50,0,0,-248.0743699999971
3036,8,0,0,-109.97421000000031
3037,28,1,0,-194.15635999999904
3038,17,3,0,-105.63002999999935
3039,11,0,0,-108.63474999999971
3040,17,1,0,-80.53541999999925
3041,6,1,0,-97.65142999999945
3042,24,1,1,-183.3768
3043,37,2,1,-256.1252700000068
3044,31,3,1,-266.7390000000087
3045,15,1,0,-148.2853099999993
3046,11,0,0,-113.37501999999904
3047,11,0,0,-112.61387999999944
3048,11,0,0,-112.54803999999922
3049,11,0,0,-112.53277999999908
3050,11,0,0,-112.44956999999931
3051,11,0,0,-112.48672999999962
3052,11,0,0,-111.82315999999993
3053,11,0,0,-111.76786000000038
3054,11,0,0,-110.19807000000036
3055,27,1,0,-170.32778999999937
3056,25,1,0,-190.6891899999987
3057,34,2,1,-241.00935000000663
3058,26,2,0,-155.66153999999915
3059,18,3,0,-141.13241999999946
3060,27,1,0,-192.0287800000051
3061,12,0,0,-118.71798999999963
3062,37,2,0,-212.8038899999989
3063,13,1,0,-104.99389999999948
3064,39,1,1,-295.843480000005
3065,8,0,0,-32.27081999999973
3066,27,2,0,-166.74337999999898
3067,22,3,0,-124.35637999999926
3068,6,1,0,-61.562709999999704
3069,11,0,0,-110.90195999999969
3070,26,1,0,-194.29812000000493
3071,35,1,0,-233.14173000000665
3072,33,3,0,-204.5063299999992
3073,33,3,0,-204.45227999999904
3074,38,1,1,-289.9971800000094
3075,31,1,0,-178.09534999999778
3076,11,0,0,-113.28474999999935
3077,11,0,0,-113.25055999999952
3078,11,0,0,-113.23424999999908
3079,11,0,0,-113.11404999999922
3080,11,0,0,-112.43777
3081,19,2,0,-98.98679999999857
3082,31,1,0,-140.83865999999898
3083,21,2,0,-168.81821999999917
3084,26,1,0,-211.93787000000248
3085,26,2,0,-226.761610000006
3086,34,2,0,-233.96250999999938
3087,34,2,1,-240.4331900000097
3088,10,3,0,-75.45778999999925
3089,6,2,0,-38.56832000000009
